((54, 'wilting_point_surface'), (57, 'direct_evaporation_cease_soil_moisture_surface'), 1.0000000000000002)
((15, 'surface_wind_gust_surface'), (45, 'surface_roughness_surface'), -0.19203637841677734)
((29, 'categorical_rain_yes1_no0_surface'), (39, 'mean_sea_level_pressure_nam_model_reduction_msl'), -0.19275908546611717)
((40, 'temperature_surface'), (42, 'geopotential_height_surface'), -0.1934473419016641)
((10, 'pressure_reduced_to_msl_msl'), (29, 'categorical_rain_yes1_no0_surface'), -0.19433222195278435)
((17, 'upward_long_wave_rad_flux_surface'), (45, 'surface_roughness_surface'), -0.19464953979950317)
((17, 'upward_long_wave_rad_flux_surface'), (57, 'direct_evaporation_cease_soil_moisture_surface'), -0.19489005408891857)
((17, 'upward_long_wave_rad_flux_surface'), (54, 'wilting_point_surface'), -0.19489005408891857)
((7, 'visibility_surface'), (47, 'temperature_tropopause'), -0.19668325172288958)
((10, 'pressure_reduced_to_msl_msl'), (30, 'downward_long_wave_rad_flux_surface'), -0.19867972958351046)
((2, 'geopotential_height_lltw'), (13, 'categorical_snow_yes1_no0_surface'), -0.1999653702867758)
((2, 'geopotential_height_lltw'), (26, 'transpiration_stress-onset_soil_moisture_surface'), -0.20152059568587635)
((25, 'pressure_surface'), (41, 'snow_cover_surface'), -0.20189438743996313)
((12, 'relative_humidity_zerodegc_isotherm'), (25, 'pressure_surface'), -0.20205103089550747)
((25, 'pressure_surface'), (34, 'friction_velocity_surface'), -0.20270506592325427)
((7, 'visibility_surface'), (36, 'plant_canopy_surface_water_surface'), -0.20328535541202472)
((30, 'downward_long_wave_rad_flux_surface'), (53, 'u-component_of_wind_maximum_wind'), -0.20363903118446885)
((13, 'categorical_snow_yes1_no0_surface'), (17, 'upward_long_wave_rad_flux_surface'), -0.20372849825392908)
((30, 'downward_long_wave_rad_flux_surface'), (46, 'pressure_maximum_wind'), -0.20750649134213128)
((2, 'geopotential_height_lltw'), (53, 'u-component_of_wind_maximum_wind'), -0.20851308561797799)
((10, 'pressure_reduced_to_msl_msl'), (34, 'friction_velocity_surface'), -0.20872475151938602)
((35, 'maximumcomposite_radar_reflectivity_entire_atmosphere'), (38, 'geopotential_height_zerodegc_isotherm'), -0.20947167391026816)
((34, 'friction_velocity_surface'), (39, 'mean_sea_level_pressure_nam_model_reduction_msl'), -0.21028082731674674)
((35, 'maximumcomposite_radar_reflectivity_entire_atmosphere'), (52, 'downward_short_wave_rad_flux_surface'), -0.21060893843796469)
((2, 'geopotential_height_lltw'), (27, 'soil_porosity_surface'), -0.21063485537229745)
((2, 'geopotential_height_lltw'), (18, 'land_cover_land1_sea0_surface'), -0.21063485537229745)
((26, 'transpiration_stress-onset_soil_moisture_surface'), (43, 'convective_available_potential_energy_surface'), -0.21163402150687061)
((13, 'categorical_snow_yes1_no0_surface'), (40, 'temperature_surface'), -0.21268843105376636)
((41, 'snow_cover_surface'), (43, 'convective_available_potential_energy_surface'), -0.21278916345050797)
((34, 'friction_velocity_surface'), (55, 'precipitable_water_entire_atmosphere'), -0.21297610073129325)
((38, 'geopotential_height_zerodegc_isotherm'), (57, 'direct_evaporation_cease_soil_moisture_surface'), -0.21379372683565304)
((38, 'geopotential_height_zerodegc_isotherm'), (54, 'wilting_point_surface'), -0.21379372683565304)
((43, 'convective_available_potential_energy_surface'), (56, 'u-component_of_wind_pblri'), -0.21568816567439003)
((45, 'surface_roughness_surface'), (55, 'precipitable_water_entire_atmosphere'), -0.21617884205448701)
((21, 'albedo_surface'), (43, 'convective_available_potential_energy_surface'), -0.21663656421143854)
((15, 'surface_wind_gust_surface'), (39, 'mean_sea_level_pressure_nam_model_reduction_msl'), -0.21768845113001928)
((8, 'number_of_soil_layers_in_root_zone_surface'), (43, 'convective_available_potential_energy_surface'), -0.21852233955171457)
((27, 'soil_porosity_surface'), (43, 'convective_available_potential_energy_surface'), -0.21886327564016361)
((18, 'land_cover_land1_sea0_surface'), (43, 'convective_available_potential_energy_surface'), -0.21886327564016361)
((17, 'upward_long_wave_rad_flux_surface'), (36, 'plant_canopy_surface_water_surface'), -0.22104331130989288)
((46, 'pressure_maximum_wind'), (55, 'precipitable_water_entire_atmosphere'), -0.22200168942224169)
((35, 'maximumcomposite_radar_reflectivity_entire_atmosphere'), (39, 'mean_sea_level_pressure_nam_model_reduction_msl'), -0.22246265439415511)
((12, 'relative_humidity_zerodegc_isotherm'), (30, 'downward_long_wave_rad_flux_surface'), -0.22544569406498416)
((38, 'geopotential_height_zerodegc_isotherm'), (53, 'u-component_of_wind_maximum_wind'), -0.22755727305447146)
((2, 'geopotential_height_lltw'), (8, 'number_of_soil_layers_in_root_zone_surface'), -0.22773609552048524)
((17, 'upward_long_wave_rad_flux_surface'), (46, 'pressure_maximum_wind'), -0.22907909537072127)
((30, 'downward_long_wave_rad_flux_surface'), (44, 'latent_heat_net_flux_surface'), -0.23003750385352784)
((23, 'ice_cover_ice1_no_ice0_surface'), (30, 'downward_long_wave_rad_flux_surface'), -0.23034618514788888)
((5, 'sensible_heat_net_flux_surface'), (30, 'downward_long_wave_rad_flux_surface'), -0.23055193424229611)
((3, 'water_equiv_of_accum_snow_depth_surface'), (7, 'visibility_surface'), -0.23130821093478285)
((40, 'temperature_surface'), (46, 'pressure_maximum_wind'), -0.23266269803148909)
((15, 'surface_wind_gust_surface'), (32, 'soil_type_as_in_zobler_surface'), -0.23869043909478882)
((10, 'pressure_reduced_to_msl_msl'), (35, 'maximumcomposite_radar_reflectivity_entire_atmosphere'), -0.23884676630332882)
((36, 'plant_canopy_surface_water_surface'), (40, 'temperature_surface'), -0.24097908411956048)
((15, 'surface_wind_gust_surface'), (42, 'geopotential_height_surface'), -0.24127493475605752)
((23, 'ice_cover_ice1_no_ice0_surface'), (38, 'geopotential_height_zerodegc_isotherm'), -0.24159414935703846)
((19, 'vegitation_type_as_in_sib_surface'), (55, 'precipitable_water_entire_atmosphere'), -0.24239720478595531)
((36, 'plant_canopy_surface_water_surface'), (38, 'geopotential_height_zerodegc_isotherm'), -0.24273647340242799)
((38, 'geopotential_height_zerodegc_isotherm'), (45, 'surface_roughness_surface'), -0.24434741193181581)
((2, 'geopotential_height_lltw'), (46, 'pressure_maximum_wind'), -0.24585848498980223)
((32, 'soil_type_as_in_zobler_surface'), (40, 'temperature_surface'), -0.2479691626278358)
((10, 'pressure_reduced_to_msl_msl'), (15, 'surface_wind_gust_surface'), -0.24836962398929513)
((40, 'temperature_surface'), (45, 'surface_roughness_surface'), -0.24966339146071381)
((15, 'surface_wind_gust_surface'), (54, 'wilting_point_surface'), -0.25036328562393662)
((15, 'surface_wind_gust_surface'), (57, 'direct_evaporation_cease_soil_moisture_surface'), -0.25036328562393662)
((15, 'surface_wind_gust_surface'), (28, 'vegetation_surface'), -0.25150137911541748)
((17, 'upward_long_wave_rad_flux_surface'), (26, 'transpiration_stress-onset_soil_moisture_surface'), -0.25200125356513658)
((19, 'vegitation_type_as_in_sib_surface'), (40, 'temperature_surface'), -0.25520438410959728)
((7, 'visibility_surface'), (49, 'pressure_tropopause'), -0.25562387759323912)
((3, 'water_equiv_of_accum_snow_depth_surface'), (55, 'precipitable_water_entire_atmosphere'), -0.25710753249500562)
((14, 'u-component_of_wind_tropopause'), (40, 'temperature_surface'), -0.25747668743076951)
((14, 'u-component_of_wind_tropopause'), (17, 'upward_long_wave_rad_flux_surface'), -0.25866320328718539)
((30, 'downward_long_wave_rad_flux_surface'), (45, 'surface_roughness_surface'), -0.26048929807140819)
((17, 'upward_long_wave_rad_flux_surface'), (56, 'u-component_of_wind_pblri'), -0.2609779176763411)
((13, 'categorical_snow_yes1_no0_surface'), (38, 'geopotential_height_zerodegc_isotherm'), -0.26098943115779144)
((32, 'soil_type_as_in_zobler_surface'), (55, 'precipitable_water_entire_atmosphere'), -0.26164172202684277)
((17, 'upward_long_wave_rad_flux_surface'), (27, 'soil_porosity_surface'), -0.26174161281867664)
((17, 'upward_long_wave_rad_flux_surface'), (18, 'land_cover_land1_sea0_surface'), -0.26174161281867664)
((7, 'visibility_surface'), (50, 'snow_depth_surface'), -0.26279428814260225)
((17, 'upward_long_wave_rad_flux_surface'), (44, 'latent_heat_net_flux_surface'), -0.26650233030234083)
((5, 'sensible_heat_net_flux_surface'), (17, 'upward_long_wave_rad_flux_surface'), -0.26693472171839011)
((53, 'u-component_of_wind_maximum_wind'), (55, 'precipitable_water_entire_atmosphere'), -0.26874371416500392)
((34, 'friction_velocity_surface'), (38, 'geopotential_height_zerodegc_isotherm'), -0.26921348553629953)
((14, 'u-component_of_wind_tropopause'), (30, 'downward_long_wave_rad_flux_surface'), -0.26988217195837394)
((8, 'number_of_soil_layers_in_root_zone_surface'), (15, 'surface_wind_gust_surface'), -0.27086792587072894)
((26, 'transpiration_stress-onset_soil_moisture_surface'), (38, 'geopotential_height_zerodegc_isotherm'), -0.27256374980358128)
((8, 'number_of_soil_layers_in_root_zone_surface'), (17, 'upward_long_wave_rad_flux_surface'), -0.27270040163292519)
((40, 'temperature_surface'), (54, 'wilting_point_surface'), -0.2732683312177086)
((40, 'temperature_surface'), (57, 'direct_evaporation_cease_soil_moisture_surface'), -0.2732683312177086)
((40, 'temperature_surface'), (56, 'u-component_of_wind_pblri'), -0.27331024400404974)
((2, 'geopotential_height_lltw'), (14, 'u-component_of_wind_tropopause'), -0.27352637378837275)
((15, 'surface_wind_gust_surface'), (26, 'transpiration_stress-onset_soil_moisture_surface'), -0.27392421148232704)
((15, 'surface_wind_gust_surface'), (18, 'land_cover_land1_sea0_surface'), -0.27489595505002096)
((15, 'surface_wind_gust_surface'), (27, 'soil_porosity_surface'), -0.27489595505002096)
((7, 'visibility_surface'), (21, 'albedo_surface'), -0.27619954699986965)
((2, 'geopotential_height_lltw'), (56, 'u-component_of_wind_pblri'), -0.27840185108324889)
((43, 'convective_available_potential_energy_surface'), (53, 'u-component_of_wind_maximum_wind'), -0.27913374288538034)
((55, 'precipitable_water_entire_atmosphere'), (57, 'direct_evaporation_cease_soil_moisture_surface'), -0.2796527058302215)
((54, 'wilting_point_surface'), (55, 'precipitable_water_entire_atmosphere'), -0.2796527058302215)
((17, 'upward_long_wave_rad_flux_surface'), (23, 'ice_cover_ice1_no_ice0_surface'), -0.28114885032278386)
((7, 'visibility_surface'), (22, 'lightning_surface'), -0.28130306124722382)
((18, 'land_cover_land1_sea0_surface'), (38, 'geopotential_height_zerodegc_isotherm'), -0.28249128594588363)
((27, 'soil_porosity_surface'), (38, 'geopotential_height_zerodegc_isotherm'), -0.28249128594588363)
((19, 'vegitation_type_as_in_sib_surface'), (30, 'downward_long_wave_rad_flux_surface'), -0.28734115539082705)
((25, 'pressure_surface'), (36, 'plant_canopy_surface_water_surface'), -0.28914633937250578)
((37, 'v-component_of_wind_maximum_wind'), (39, 'mean_sea_level_pressure_nam_model_reduction_msl'), -0.29021770059649854)
((10, 'pressure_reduced_to_msl_msl'), (37, 'v-component_of_wind_maximum_wind'), -0.29342457092627683)
((25, 'pressure_surface'), (45, 'surface_roughness_surface'), -0.29416556088944223)
((2, 'geopotential_height_lltw'), (12, 'relative_humidity_zerodegc_isotherm'), -0.29624322427949207)
((23, 'ice_cover_ice1_no_ice0_surface'), (40, 'temperature_surface'), -0.2987322383661834)
((30, 'downward_long_wave_rad_flux_surface'), (56, 'u-component_of_wind_pblri'), -0.29988532967882436)
((8, 'number_of_soil_layers_in_root_zone_surface'), (38, 'geopotential_height_zerodegc_isotherm'), -0.30183883448380061)
((30, 'downward_long_wave_rad_flux_surface'), (32, 'soil_type_as_in_zobler_surface'), -0.30233969566300078)
((14, 'u-component_of_wind_tropopause'), (43, 'convective_available_potential_energy_surface'), -0.30930801996928564)
((30, 'downward_long_wave_rad_flux_surface'), (42, 'geopotential_height_surface'), -0.30932381086676214)
((7, 'visibility_surface'), (41, 'snow_cover_surface'), -0.31101399661834789)
((50, 'snow_depth_surface'), (55, 'precipitable_water_entire_atmosphere'), -0.31153606563549924)
((38, 'geopotential_height_zerodegc_isotherm'), (46, 'pressure_maximum_wind'), -0.3176114990013062)
((39, 'mean_sea_level_pressure_nam_model_reduction_msl'), (51, 'v-component_of_wind_tropopause'), -0.3211517482344789)
((42, 'geopotential_height_surface'), (55, 'precipitable_water_entire_atmosphere'), -0.32148855039738927)
((25, 'pressure_surface'), (28, 'vegetation_surface'), -0.32398799878646362)
((14, 'u-component_of_wind_tropopause'), (38, 'geopotential_height_zerodegc_isotherm'), -0.32445975226553636)
((10, 'pressure_reduced_to_msl_msl'), (51, 'v-component_of_wind_tropopause'), -0.32468006154343138)
((2, 'geopotential_height_lltw'), (23, 'ice_cover_ice1_no_ice0_surface'), -0.32556193548957085)
((30, 'downward_long_wave_rad_flux_surface'), (54, 'wilting_point_surface'), -0.32685869200557865)
((30, 'downward_long_wave_rad_flux_surface'), (57, 'direct_evaporation_cease_soil_moisture_surface'), -0.32685869200557865)
((14, 'u-component_of_wind_tropopause'), (55, 'precipitable_water_entire_atmosphere'), -0.3286324177467308)
((55, 'precipitable_water_entire_atmosphere'), (56, 'u-component_of_wind_pblri'), -0.32869239741546497)
((21, 'albedo_surface'), (25, 'pressure_surface'), -0.33042925674742379)
((7, 'visibility_surface'), (12, 'relative_humidity_zerodegc_isotherm'), -0.33782308470732009)
((26, 'transpiration_stress-onset_soil_moisture_surface'), (40, 'temperature_surface'), -0.33991413336101522)
((3, 'water_equiv_of_accum_snow_depth_surface'), (30, 'downward_long_wave_rad_flux_surface'), -0.34228955304993597)
((3, 'water_equiv_of_accum_snow_depth_surface'), (38, 'geopotential_height_zerodegc_isotherm'), -0.34539604382680605)
((26, 'transpiration_stress-onset_soil_moisture_surface'), (55, 'precipitable_water_entire_atmosphere'), -0.34736064844833092)
((27, 'soil_porosity_surface'), (40, 'temperature_surface'), -0.35067773941974623)
((18, 'land_cover_land1_sea0_surface'), (40, 'temperature_surface'), -0.35067773941974623)
((38, 'geopotential_height_zerodegc_isotherm'), (56, 'u-component_of_wind_pblri'), -0.35422287628046661)
((8, 'number_of_soil_layers_in_root_zone_surface'), (55, 'precipitable_water_entire_atmosphere'), -0.35910690021204916)
((8, 'number_of_soil_layers_in_root_zone_surface'), (40, 'temperature_surface'), -0.35932915241384783)
((18, 'land_cover_land1_sea0_surface'), (55, 'precipitable_water_entire_atmosphere'), -0.35950456512589779)
((27, 'soil_porosity_surface'), (55, 'precipitable_water_entire_atmosphere'), -0.35950456512589779)
((7, 'visibility_surface'), (29, 'categorical_rain_yes1_no0_surface'), -0.36707142526224923)
((43, 'convective_available_potential_energy_surface'), (49, 'pressure_tropopause'), -0.37205950262975163)
((12, 'relative_humidity_zerodegc_isotherm'), (17, 'upward_long_wave_rad_flux_surface'), -0.37417239532588403)
((3, 'water_equiv_of_accum_snow_depth_surface'), (17, 'upward_long_wave_rad_flux_surface'), -0.38738078061843029)
((26, 'transpiration_stress-onset_soil_moisture_surface'), (30, 'downward_long_wave_rad_flux_surface'), -0.39836269228998167)
((43, 'convective_available_potential_energy_surface'), (47, 'temperature_tropopause'), -0.40355276003223511)
((18, 'land_cover_land1_sea0_surface'), (30, 'downward_long_wave_rad_flux_surface'), -0.41025502052048862)
((27, 'soil_porosity_surface'), (30, 'downward_long_wave_rad_flux_surface'), -0.41025502052048862)
((8, 'number_of_soil_layers_in_root_zone_surface'), (30, 'downward_long_wave_rad_flux_surface'), -0.41098593908328157)
((12, 'relative_humidity_zerodegc_isotherm'), (40, 'temperature_surface'), -0.41653104226243859)
((19, 'vegitation_type_as_in_sib_surface'), (25, 'pressure_surface'), -0.41783964314925426)
((2, 'geopotential_height_lltw'), (3, 'water_equiv_of_accum_snow_depth_surface'), -0.42372122101003529)
((38, 'geopotential_height_zerodegc_isotherm'), (50, 'snow_depth_surface'), -0.42480655903987768)
((30, 'downward_long_wave_rad_flux_surface'), (50, 'snow_depth_surface'), -0.43630170442505006)
((3, 'water_equiv_of_accum_snow_depth_surface'), (40, 'temperature_surface'), -0.43802053438209432)
((21, 'albedo_surface'), (55, 'precipitable_water_entire_atmosphere'), -0.45413267341670571)
((7, 'visibility_surface'), (13, 'categorical_snow_yes1_no0_surface'), -0.45647139411970383)
((41, 'snow_cover_surface'), (55, 'precipitable_water_entire_atmosphere'), -0.47387851500829692)
((17, 'upward_long_wave_rad_flux_surface'), (50, 'snow_depth_surface'), -0.48904021688438082)
((7, 'visibility_surface'), (35, 'maximumcomposite_radar_reflectivity_entire_atmosphere'), -0.50814507273930853)
((25, 'pressure_surface'), (57, 'direct_evaporation_cease_soil_moisture_surface'), -0.52753297053267034)
((25, 'pressure_surface'), (54, 'wilting_point_surface'), -0.52753297053267034)
((25, 'pressure_surface'), (32, 'soil_type_as_in_zobler_surface'), -0.52798934607827563)
((21, 'albedo_surface'), (38, 'geopotential_height_zerodegc_isotherm'), -0.54336547770445998)
((40, 'temperature_surface'), (50, 'snow_depth_surface'), -0.55724413861968081)
((2, 'geopotential_height_lltw'), (50, 'snow_depth_surface'), -0.55784439985049905)
((30, 'downward_long_wave_rad_flux_surface'), (47, 'temperature_tropopause'), -0.56296943560788981)
((17, 'upward_long_wave_rad_flux_surface'), (47, 'temperature_tropopause'), -0.57294885805881723)
((21, 'albedo_surface'), (30, 'downward_long_wave_rad_flux_surface'), -0.58419670978881766)
((17, 'upward_long_wave_rad_flux_surface'), (21, 'albedo_surface'), -0.58534193596855222)
((12, 'relative_humidity_zerodegc_isotherm'), (38, 'geopotential_height_zerodegc_isotherm'), -0.58565534567491473)
((40, 'temperature_surface'), (47, 'temperature_tropopause'), -0.58671809017640031)
((2, 'geopotential_height_lltw'), (47, 'temperature_tropopause'), -0.58787471922587731)
((30, 'downward_long_wave_rad_flux_surface'), (41, 'snow_cover_surface'), -0.59592225542928112)
((8, 'number_of_soil_layers_in_root_zone_surface'), (25, 'pressure_surface'), -0.6037091992037863)
((47, 'temperature_tropopause'), (55, 'precipitable_water_entire_atmosphere'), -0.61363891234471846)
((2, 'geopotential_height_lltw'), (21, 'albedo_surface'), -0.61414904906913614)
((25, 'pressure_surface'), (26, 'transpiration_stress-onset_soil_moisture_surface'), -0.61867519993147346)
((18, 'land_cover_land1_sea0_surface'), (25, 'pressure_surface'), -0.63317572960096269)
((25, 'pressure_surface'), (27, 'soil_porosity_surface'), -0.63317572960096269)
((49, 'pressure_tropopause'), (55, 'precipitable_water_entire_atmosphere'), -0.64024727565453865)
((30, 'downward_long_wave_rad_flux_surface'), (49, 'pressure_tropopause'), -0.65409497304968289)
((38, 'geopotential_height_zerodegc_isotherm'), (41, 'snow_cover_surface'), -0.65842213779655467)
((17, 'upward_long_wave_rad_flux_surface'), (41, 'snow_cover_surface'), -0.66554535690367977)
((21, 'albedo_surface'), (40, 'temperature_surface'), -0.67026925384885261)
((17, 'upward_long_wave_rad_flux_surface'), (49, 'pressure_tropopause'), -0.6881476322684722)
((2, 'geopotential_height_lltw'), (41, 'snow_cover_surface'), -0.70156940414960633)
((40, 'temperature_surface'), (49, 'pressure_tropopause'), -0.71930989342314677)
((38, 'geopotential_height_zerodegc_isotherm'), (47, 'temperature_tropopause'), -0.72708916563566728)
((40, 'temperature_surface'), (41, 'snow_cover_surface'), -0.72979653931139365)
((2, 'geopotential_height_lltw'), (49, 'pressure_tropopause'), -0.73701126138548301)
((38, 'geopotential_height_zerodegc_isotherm'), (49, 'pressure_tropopause'), -0.82732099851632301)
((25, 'pressure_surface'), (42, 'geopotential_height_surface'), -0.99117910563410772)
((31, 'planetary_boundary_layer_height_surface'), (44, 'latent_heat_net_flux_surface'), -0.99972285893366453)
((5, 'sensible_heat_net_flux_surface'), (31, 'planetary_boundary_layer_height_surface'), -0.99972879658533587)
((16, 'total_cloud_cover_entire_atmosphere'), (44, 'latent_heat_net_flux_surface'), -0.9999983525308993)
((5, 'sensible_heat_net_flux_surface'), (16, 'total_cloud_cover_entire_atmosphere'), -0.99999894866789807)
